text,label
"Well we have had our first accident at the new building...But it really wasn'tthe building's fault...Armin and Lolo worked all evening installing the largestof our  garage doors on the warehouse.  It's a really tall and wide door, sothat large trucks can pull all the way into the warehouse to unload.  Well, allwent well with the installation, and it was time for them to go.   Lolo closedand locked the garage door while Armin loaded up his work truck to leave.When Armin slammed the sliding side door shut, he somehow forgot to let gowith his left hand...so the door slammed shut with his fingers in it.  That'snot the worst, Armin had locked the door before he slammed it shut!  It waslocked with his fingers smashed inside!!!  That's STILL not the worst!  He hadalready cranked the truck, so the keys were in the ignition on the oposite sideof the truck from where he was trapped!!!!Thank GOD LOLO HADN'T LEFT YET!!! He got the keys and unlocked the door, freeingArmin's smashed  middle fingers.  If he would've been alone there, as henormally is late at night, it would've been terrible!!!So he came home around : PM in shock with pain.  He took aspirin and wasfinally able to sleep about  AM.  This morning he could move them, but they areswollen and purple and very painful.  Of course, he won't go to the doctor, Hesays that they aren't broken ? ? ? But he is in a lot of pain.  He must havebeen terribly tired to do something so stupid.  He needs to take a break, but hewon't...hopefully when Melissa and family get here he will slow down.Hope you all are having a safe week!Connie",Informal
Suzanne:Please set up a meeting next week with Rod Nelson to talk about issues relating to the Reliant Energy Services draft ISDA and CSA Schedules.  We probably need about  hour.  Thanks.Carol,Neutral
Thanks for the report.  Anything you need help with?  Did all the compensation issues get resolved with Gary and you?,Neutral
there is an offer to join a golf club called the houston oaks for $/mo.  there are  holes.  i heard it is a good couse.  it is up near  and hwy .  the only thing you pay for is a cart.  sounds like a good deal.  i heard it is a nice course.  i am thinking of getting in if anyone else is interested.  let me know today what you think.,Informal
"Sounds good...I failed to comment on your movie question.  No, I haven't seen any lately so that sounds good to me too.  I've been going crazy on the internet today looking for things/places to do/go.  Anyway, I was also remembering how wonderful getting that massage was last time I was there and wondered if you knew of a good spa close by your place that maybe we could both go to ( or I could go to while you're studying).  Just a thought.",Informal
"i'm glad we ran into each other at woodrow's on friday.  hope you had fun.i had a blast.a lot of my friends work at enron now, maybe we know more people in common.have a great day!  maybe i'll hear from you soon....rosie",Informal
"Please review the attached press release, which we'd like to issue as soon as possible this morning.  Please confirm that we have, in fact, closed on the $ million, and let me know if you have any additional comments.Thank you.Karen",Formal
"For each of the last  years the Enron Kids Committee has chosen an underprivileged HISD elementary school and offered to ""sponsor"" every child in that school.  What we mean by ""sponsor"" is that we outfit the child from head to toe plus give each of them a toy and book.  The presents are then handed out to the children at their school Holiday Party in December.  For most of these kids, it is their only Christmas present.I am once again coordinating the volunteer / adoption efforts for ETS.  Some ETS departments and employees have already sponsored a child thanks for your support.  But thus far, we have only adopted  of  children.  We need more help!!!!If you would like to participate, I will coordinate collections and adoptions.  Simply reply back to this email with the amount you would like to contribute.  It costs about $ to ""sponsor"" each child.  Last year we were able to adopt  children. All the funds collected will be matched by the Enron Foundation.  The matching funds will be used to buy books and computers for the school.   I will also need volunteers for shopping.  If you would like to shop for the kids we sponsor, please let me know.Thanks for your support!!Kevin Hyatt x & The Enron Kids Committee",Formal
"Michael probably won't be at school tomorrow, unless he really perks up quickly. However, I was thinking of bringing him up there to get his picture taken, if he feels up to it.  Do you think there would be a problem with that?  Any idea when and where I should take him?Thanks!Kay",Informal
"Attached is the final draft of the press release relating to Project True Blue.  It has been approved by the deal team, outside counsel, and Investor Relations.  I propose issuing the release one hour after sending the proposal letter to True Blue's board.   True Blue should issue a press release acknowledging receipt of the offer as well as file the letter as part of an K.  True Blue's timing should be approximately onehalf hour after our release.Please send any comments to me at , or reply to this email.Mark Palmer",Neutral
"Hi Mum!  The trip was pretty exhausting.  Friday we saw Hoover Dam, had lunch at a great diner in Kingman (on Route !) and rolled into Sedona around .  Climbed around the red rocks of Sedona all day on Saturday, sat by the pool in the afternoon and I did some shopping.   Sunday we drove to Grand Canyon and did part of the Bright Angel trail.  That was pretty strenuous but definitely worth it.  Wish we could have made it a longer trip but we had Bill's trial schedule to deal with.  I'll spare you the details of my trip home  suffice it to say I didn't make it back to Houston until about noon yesterday and have a $ travel voucher for my trouble.I will definitely come to Austin next weekend but probably will not get in until later on Saturday.  How about a homemade (by Chef Sooz) brunch on Sunday a.m.?Have to run to a meeting ... for race info, I would try a search for Texaco or Texaco Gran(d?) Prix on the Internet.  I know that Texaco probably has it on their website.  If you don't find anything let me know.Love,Sooz",Informal
"screw you ya gimp, and especially screw you grandpa and yourfreakin' flea circus.",Very Informal
"Don:I put in a call to Kinder/Morgan this morning.  I have not heard back from Anthony Lannie, who will be heading up this process for them.  Again, I think they will be interested, but probably through a joint bid with Southern.    I will continue to follow up with these guys to measure there interest.Ben",Neutral
"Finney, Congratulations on the new baby!Are you sure you picked up the right one at the hospital?  She is too cute to have anything to do with you.  Hope everybody is doing good and ya'll are getting at least a little sleep.Daren",Informal
"From the donations I received for Bob, we were able to purchase an engraved plaque as a momento for Bob of our donation to the Baptist Memorial Center (the nursing home Bob's Grandmother lived in for the past  years).  Since this is a very emotional time, I quietly gave Bob the plaque and card right before lunch today.  You may drop by to see it at your discretion.He was extremely touched!  I am waiting to mail the donation until later this week because I have a feeling there is still one or two people who may want to contribute and have been too busy to do so.  Thank you again to everyone for keeping Bob and his family in your thoughts and prayers.Becky",Informal#Informal(Binary)
"In anticipation of the imminent closing of the UBSW Energy transaction, please have all outstanding employee expenses in your possession filed through Enron's XMS system as soon as possible.   Note to approvers  please approve these expense reports quickly.   Enron will process and pay all preclosing expenses.   After transaction closing,  payments  for expenses submitted before closing (and put into Enron's XMS system) will be sent to your last known address or direct deposited into your account.Enron has committed to processing and paying any expenses incurred prior to transaction closing.   If not completed this week, preclosing expenses should be submitted on a  hard copy expense report form which will be available at   		There will be a series of emails coming out over the next few days highlighting the Travel & Entertainment policies of UBSW Energy and the procedures for processing and payment.   If you have any questions, please contact Hope Vargas () or Georganne Hodges ().",Very Formal
"Well actually no but I have been hanging out a lot with someone that I really really like a lot.  And well, I haven't neccisarily been going without just not in the past few weeks.",Neutral
"Harry,A little birdie told me today was your birthday!!  Unfortunately the little birdie gave me the wrong email address the first time or you would have had this email earlier.  Anyway, I wanted to wish you a very Happy Birthday.  Hope you have a great day and we'll see you guys this weekend.Robin",Informal
it is only worth it for $/hole.  you shouldn't even waste your money on a nice course.  you need lessons.  stop losing money to me and wasting your money at a nice course.  lessons will help.,Informal
"Earlier today, I stepped down as Enron's Chairman of the Board and Chief Executive Officer.  This decision was reached in cooperation with Enron's Board and the Creditor Committee and is effective immediately.To emerge from bankruptcy, Enron needs a CEO who can focus  percent of his or her efforts on rebuilding the company.  Unfortunately, with multiple inquiries and investigations that require my immediate attention, at this time I am unable to fully concentrate on what is most important to Enron's stakeholders  preserving value for our creditors and our dedicated employees.The Creditor Committee has begun a search for a restructuring specialist to serve as interim CEO to help the company emerge from bankruptcy.  This individual will join Enron's remaining management team to direct the company's ongoing operations.I truly believe Enron can and will survive.  I will remain a Director of the Board to help see that it does.During my time at Enron, I have witnessed tremendous change and opportunity.  I have seen people rigorously grow and maintain one of the world's most efficient and safest gas pipeline networks; I have seen people dedicate themselves to a cause that became a passion  the opening of energy markets; I have observed smart people come together as a team to build creative solutions like EnronOnline; and I have watched people tirelessly give of themselves to help their fellow employees and those in the community.  Regardless of what has happened, I am proud of so much of what we were able to accomplish here.Thank you for your contributions to the company and for the inspiration you have been to me over the years.Ken Lay",Formal
Brock... what's going on ?  We need to hear back from you regarding work.  I left you a message and Dawn has left you two !!! Send me an email as soon as you get this verifying your status.. I need to hear from you by monday.  Please reply to my home email address at Tic@home.com.Thanks agains.  BT,Informal
Hey!  Did you ever chat with my buddy Ishi?  Are you going to work for Enron?  We get discounted deal tickets to Astroworld every April  you don't want to miss that!!,Informal
"Alan Aronowitz is working on a presentation he has to give in Singapore on Global Energy Derivatives, and wanted to put a little blurb in of some kind about weather.  He wanted to see if he could get a copy of the presentation you and Mike Corbally gave at the ISDA seminar to see if there were any slides that might be helpful for his presentation.  Do you have a copy I can provide him?  Thanks!",Neutral
Congratulations on your latest achievement!  It's great that you are recognized for all your hard work and dedication.  Sincerely  rl,Neutral
"Enron is in the process of renegotiating our contract with Dow Jones Interactive and we need to know if you are currentlyaccessing this data.  In the near future there will be a cost associated with this information and you are currently listed ashaving a license.  Please click on the below link and let us know if you need continued access to this service.Thank You, Market Data",Formal
"Hi Pete,Would you mind shooting me back an email to let me know if I have the right address.  Brad McKay had actually given me your new work number, but unfortunately you were off the desk when I tried to call a few minutes ago.  Not too long after you departed, I too ultimately chose to decline joining UBS and am currently in the midst of researching new opportunities, interviewing, etc.  On that front, I was hoping to pick your brain a bit about a few things.  Thanks,Susan",Neutral
"Today was a very difficult day for us as market uncertainty continued.  Recent news reports, including The Wall Street Journal article today, have speculated about possible mergers, takeovers and equity investors as options that Enron is considering.  The reason you have not seen us responding to these reports is that it is our corporate policy not to comment on market speculation.  However, I will tell you that we are evaluating all options to protect the financial stability of this company.  I will keep you updated on developments as they occur.",Neutral
Hi AndyI would be happy to participate in whatever session/role in either or both Atlanta and/or Newport that you think would be helpful/appropriate  just let me know.  Thanks  Hope all is well.,Formal
"Hi all,I have made modifications on the model as requested.  It now handles differentvolatility curves as well as  different hour blocks. Alex",Neutral
"Today we announced the appointment of Jeff McMahon as Enron's chief financial officer.  In my continued discussions with the financial community yesterday and today, it became clear that this move was required to restore investor confidence.  Jeff has unparalleled qualifications and a deep and thorough understanding of Enron.  He is already on the job and hard at work on the issues before us.  Andy Fastow will be on a leave of absence from the company.  Jeff had been serving as chairman and CEO of Enron Industrial Markets. He joined Enron in  and spent three years in the London office as chief financial officer for Enron's European operations.  Upon returning to the U.S., Jeff was executive vice president of finance and treasurer for Enron Corp.  In , he was named president and chief operating officer of Enron Net Works.I know all of you are concerned about the continuing decline in our share price.  I am too, and we are working very hard to turn it around.  Appointing Jeff as CFO is one important step in that process.  But most of the solution involves just continuing to do our jobs with excellence.  The fundamentals of our business are strong, and I think the market will begin to see that as we continue to perform.Please join me in giving Jeff your full support, and thank you for all of your continued hard work.",Formal
"As most of you know, American Airlines Flight  from Boston to Los Angeles was hijacked yesterday and then crashed into the north tower of the World Trade Center in New York.  We are very sorry to report that we believe an Enron employee was on board that flight.   Nick Humber, a director in Enron Wind's commercial origination group, was listed on the flight's manifest, and although his family has not received official confirmation that he boarded the flight, they have been unable to contact him.  Nick was based in Boston and was traveling to Los Angeles for a meeting.  We have talked with Nick's family and offered our full support.  Please continue to keep Nick's family and everyone affected by this horrific event in your thoughts and prayers.",Neutral
"Dear Bro...how are you ?.... haven't talked in  ages... so to me that means all is well..... Melinda said yu guys tried to call  on Xmas... you must have dialed srong #... oh well... I had a wonderful  day...Lon and I gave each other a dining? delight at Emeril Lagase's Del  Monico Steak House...( fancy fancy place) it was grand... you know one of those  joints that they remove your fork every too minutes and replace water glasses  and flame your desserts!!!! It was really fun....so is our new space in the  sun....it is sooooooo quiet here,the refigerator makes too much noise...tee hee  ...any way we just got back from a trip to Joshua Tree Calif...out where the  hippies play and young rock? climbers hang...it was? lots of fun..  very beautiful!!!Spud and Lupe D walk the desert and climbed rocks a fun family  outting..well Lon is making Thai food with spicy peanut sauce so I should go and  check it out..love to you Jboy hope all is good ..later  LLLLLGGRRRLLL",Informal
"Hi Rev. JacksonHow's it going?  I'm sure I'll be seeing you tonight at choir rehearsal, but I was curious if anything new happened on the choir director front?Let me know if you get this email in time to respond.  I'll be leaving at : directly.See you tonight!",Neutral
the bitch would like you to change the . MM bid/offer to  MM,Very Informal
i think she is in.  i would stay away from scheduling.  you definately don't want to do that.  we might go out tonight to sierra.  i will let you know.,Informal
"Melissa,  I wasn't able to redline this version, but I added sections  and  and added futher language to Sections  and .  Hopefully you can redline it against your old version.  Let me know what you think about environmental indemnity language.  I think is is prudent from the view that Black Hills and has been using the Premises for some time and we are not sure what is out there.",Neutral
it is like $/ticket so i am going to need some cash b/c i am not that big of a shooter yet.  let me call a little later.,Informal
"Enron is forming a new organization   the Enron Xcelerator   to drive the formation and development of new businesses at Enron.  Enron's unique ability to start and develop new businesses has driven most of our growth over the years.  Lou L. Pai, currently Chairman and CEO of Enron Energy Services, will lead the Xcelerator.  Over his years at Enron, Lou has been key to the creation and rapid growth of our wholesale gas, wholesale power and energy service businesses.  The existing business units will continue their development of core businesses, while the Xcelerator will be responsible for developing new business opportunities that are natural extensions of Enron's business model and core skills, but not currently under development elsewhere in Enron.Dave Delainey, currently President and CEO of Enron Americas, will become Chairman and CEO of Enron Energy Services.  Dave brings a wealth of experience and accomplishment from Enron Wholesale Services' businesses where he led the growth of our Canadian business and our North American origination activity and, most recently, had a great year in Enron Americas.Dave is forming an Office of the Chairman in EES.  Joining Dave in the Office of the Chairman are Dan Leff, President of EES, Global Energy Services, and Marty Sunde, President of EES, Global Marketing and Services.  Dan and Marty have been instrumental in the development and execution of the successful EES business model.  Also joining the Office of the Chairman of EES is Janet Dietrich as Chief Operating Officer.  Janet, currently is Managing Director in Enron Americas, where she has been successful in many of Enron Wholesale's core businesses, including gas trading, risk management and structural origination.  Tom White will continue as Vice Chairman of EES and will focus on the development and expansion of EES' customer relationships.  Lou, Tom, Dan, Marty and the entire EES organization have developed a great business model with great growth prospects.  EES has become an essential part of Enron's market valuation and growth story.  This new leadership structure will enable EES to continue on its path of sustained growth and increasing profitability.John Lavorato will succeed Dave as President and CEO of Enron Americas.  John has been an essential part of Enron's energy trading success over the years and is a key part of Enron Wholesale Services' continuing success story.  Joining John is Louise Kitchen, currently President and CEO of Enron NetWorks.  Louise, who accelerated Enron's outstanding growth with the deployment of EnronOnline, will take over as Chief Operating Officer of Enron Americas.Philippe Bibi, currently Chief Operating Officer of Enron NetWorks will take over as President and CEO of Enron NetWorks.  Under Philippe's leadership, Enron has become a technology leader and the leading ecommerce company.  Joining Philippe as Chief Operating Officer is Greg Piper, currently Managing Director of Enron NetWorks.  Greg currently leads Enron NetWork's origination activity and was responsible for the creation and deployment of ClickPaper, Enron's successful online pulp and paper marketplace.Please join us in congratulating all of these individuals on their achievements and their new responsibilities.",Formal
"Late on October th, we received information about a nonspecific threat to the Enron Center.  We communicated with law enforcement officials who found the threat unsubstantiated and without merit.  Nonetheless we take all threats seriously and have increased the security presence at the Enron Center still further.  Once again, if you observe suspicious behavior, please call security at .",Formal
"If you played this game in years before, welcome back!  It's time for March Madness!  If you haven't played before, thanks for looking at this game, and let me know if you have any questions.  Some of you who haven't seen this game before have played Steve Selbe's recent college football bowl game (as I did); Steve plays my NCAA basketball game, and that's how I found your addresses.  Hope you're interested!This is a private game, played among friends.  Although almost all the players win some money back, it is not guaranteed.  You might lose everything you invest, so be careful.  This is for fun, not a way to get rich.  I think last year exactly half of the players made a profit, and all but one got some money back.  Please note that you can play with any amount from $. to $.  You are not disadvantaged by playing with a smaller amount (you would just be risking less and either losing or winning proportionately less.  The odds of winning are exactly the same for all players).  You are free to play at the dollar level that is comfortable for you.  Please also note that both the Part I game and the Part II game are mandatory; you must play both.If you want to play, please detach and print out the attached game form, then fill it in and get it to me by the deadline.  Keep a copy.  Your money (and a SASE selfaddressed, stamped envelope if you are not in Portland or with EBS in Houston)  must quickly follow.  This is the honor system and we've never had a problem.  If you live near others who are playing, and you're not in Portland or Enron/Houston, you can band together and send in only one SASE, and indicate on your game form the person to whom I should send your future winnings; I will then send your winnings to that named recipient in his or her SASE, and that person will be responsible for forwarding your winnings check to you.Some minor changes for this year:  You can choose either one or two teams in the Part I game, to increase your chances of picking the winner.  If you only want to choose one Part I team, as in the past, that is fine.  In the Part II game, the costs per share for each seed have been slightly revised; they are chosen by laying a smooth curve through the historical results for each seed, over the past ten years.  Otherwise, the game is about the same.  Although it was an attractive idea, I decided against a small pot for the Elite Eight; there is too much additional calculation involved, and it breaks up my normal cycle of playing two games and determining the winners at that level.Speaking of historical results, here are some facts you might want to consider:  Last year, two  seeds, a  seed, and a st seed made it to the Final Four (usually, there is more than one st seed that makes it, although all four st seeds have never made it that far as a group).  It is very unusual for an  seed to knock off a st seed.  A  seed has never won a game, and, while a couple of  seeds have knocked off a  seed, I don't think any  seed has won the second game and made it into the Sweet Sixteen.   out of the  First seeds in the past ten years have made it to the Sweet Sixteen;  of them made it to the Final Four, and  of them won the tournament. Good luck!Kenton Erwinw: ",Neutral
i hope it becomes a hurricane too.  huricanne = $$$$ for me.  call me when you get back from your  week vacation.  it must be really hard over there at deloit.,Informal
"Please do not reply to this email.You are receiving this message because an invoice requiring coding, issue resolution, or approval has been submitted to your iBuyit Payables inbox.  This requires your action through iBuyit Payables.To launch iBuyit Payables, click on the link below:Note:  Log into iBuyitPayables using the same Employee PID (PNumber) and Password you use to enter the eHRonline system and/or SAP.First time iBuyit Payables user?  For training materials, click on the link below:Need help?Please contact the ISC Call Center at",Formal
"As you know, we are continuously updating the Foreign & Domestic Counsel database so that it can be maintained in the most accurate form; therefore, any new information you may have regarding outside counsel firms that have been interviewed and/or retained in the past  months would be greatly appreciated.  Also, if you have any updates to the existing database entries we would also like to hear from you. Please take the time to help us update this database so it can be a valuable tool for all of us!  Each one of us has full access to the database via your Lotus Notes application; however, if your icon has disappeared from your desktop, click here to add it back on to your desktop >>>>>Please provide any new information and/or updates either to Nony Flores or Becky Spencer. Thank you for your attention to this matter.",Formal
"No, I don't know her number. but Anessa is , huh!  Just call up to the church and give them your count for dinner for the kids.",Informal
"A W calculates how much federal tax is withheld from your paycheck each pay period.  There are two basic drivers:  number of dependents and filing status.  The higher the number of dependents, the less is withheld.  Married and jointly will also have less withheld than married and seperately.  There is really no right or wrong answer, only opinion.  If you want more withheld each pay period so that there is less of a chance of actually owing $ on April th, then claim fewer dependents and married and seperately.  If you don't want the government to get your $ interest free, but are aware that you may owe $ later on (April th), then claim a higher number of dependents and married and jointly.  I hope that made sense.DG",Neutral
"...okay, maybe it's not THAT good but it's cooked and the beer is plentiful.Hey everyone,Just wanted to test the waters and see what kind of interest there was in doing Steak Night tomorrow night at Little Woodrows.  I feel like it's been a while since we really rallied the troops and I know I have personally missed the interaction.  It's also been a while since we've attempted to solve the worlds problems over cold Shiner and I think the world may be the worse for it.  So, get back to me and let me know if anyone's up for an evening of eating, drinking and most definitely being merry.  If it looks like 'a go', I'll shoot everyone a followup email complete with ETA.The one and only,sscott""If we could just get everyone to close their eyes and visualize world peace for an hour, imagine how serene and quiet it would be until the looting started.""",Informal
i am going to take that friday off and come in to br.  maybe we should set up a tee time around  or  pm.,Informal
"Hightlighted word? Your message is a little cryptic; so I'm not quite sure what you want me to explain. As for lunch, I just returned. It was delicious, thank you.",Informal
We have accepted your suggested revision to Article  of the Agency and Management Agreement.  Attached is a new executable with the language revised.   Also attached for execution are the gas purchase confirm and associated GTC for the gas purchase through Monday June .  The GTC was revised to remove the $. per MMBtu liquidated damages.  Thanks.,Formal
"Hi, Ken!I just received a call from Chris Croom who wants to send an updated ISDA draft to Avery Dennison Corp.  Can we use the same credit, or do you want to revise it?  He said he was going to meet with the counterparty on Tuesday, so I'm sure he either wants them to get the draft before then or he will take it with him.Thanks!Mariex",Neutral
"VinceI know you're very busy, so you might not have heard this ...Apparently, the Board will meet this week to approve the sale of *all* of Enron International's assets to a member of hte Saudi royal family, the same Prince who once invested heavily in Citicorp to bail it out.The source of this is someone I trust.Clayton",Neutral
"I appreciate the time you took yesterday getting me up to speed as to your business and where you are in the process of establishing risk operations.  I hope you found our meeting useful as the checklist is meant to serve as an overview of points that need to be addressed before any transactions are entered into.I was wondering if a meeting with Carole, Milind, Heidi, and myself has yet been scheduled for Friday. At that time, I think we need to lay out a road map of how the checklist items will be addressed and how I can best help you.RegardsShona",Neutral
"Mom Thanks for the heads up. I am having the same nightmare with US Bank that I've had each time I've deposited any money: they won't let me have it! I've been meaning to email Anna and let her know, but that's gone by the wayside along with pretty much everything else since I started this new job. I tried to close my account on Thursday in a last ditch effort to get at my money, and they politely told me I could close it on the same day I could get money out of the ATM, which will be on Wednesday. Until then my hands are tied. I'm really sorry about this  I know Anna needs help, and believe me, this isn't very convenient for me either. I'll email her right now, and send her money on Wednesday.Give me a call later if you'd like to meet at the gym. Kate",Informal
I would like to golf both days this weekend. Do we have times?Let me know I can try to book some if Rod hasn't.,Informal
are you looking for a job here or something?,Informal
"yes.  check for . is in the mail!  thanks so much for getting the coastal, and the champagne, and the opus!  can't thank you enough.  i've also mailed you a new bottle of oyster sauce.jeff",Informal
Just so you know we are expecting the coldest weather in  years to hit Alberta this weekend and next week. Temps of  celcius are not out of the question.Chris,Neutral
"I just spoke with the lawyer.  We can't do anything until the end of September.  Then, if no one contest the will, I will go to court on a Friday morning and be appointed executor.  She said there needs to be  witnesses ( and the sons count, so does Mary) to testify that the signature on the will is Dad's.",Neutral
"Hi Johnhope things are well.  I'd like to invite you to One Great Night, Nov  . if you are free.  Last year was my first year, and I will admit, it is somewhat of a spectacle.  Fun with the right group of people though.  Let me know if you are around!Regards,Jeff",Informal
"Mike,Since the IT guys want to wait for the new software to put your cost analysis on the plasma screens I am currently working on using Reuters so that we'll have something in the meantime.  I had to call Lori Hernandez, Reuters contact, and have her add some more products to Kobra.  As soon as she gets back to me I'll put that together and get it on the screens.  Let me know if you have other questions.Aaron",Neutral
"Stephanie When you get a chance, could you finalize the attached (also found in Tana's O drive).  I am not sure where the originals need to go after signed by Enron, but I have a request for that information currently out to Hess.Thanks.Mark",Neutral
yeah I found out later in the week that you guys were gone.  Sounds like you had a great time!   I love Italy.  that place is so awesome.  I was over there about the same time of year in  and it was great because there was less tourists and it was a little cheaper but the weather was still pretty good.  You will have to tell me about it next time I see you.  So I am going down to the Beaver game on Saturday but i might go down to Eugene and hang out with Wilson tommorow night.  I will probably decide tonight but if I don't I would be into grabbing a few beers with you tommorow night after work.,Informal
Please don't change any deals until we have spoken. I need to talk to John about how these changes will affect his positions.Chris,Neutral
"Guys, I'm lost.  All I know is Monica booked this amount over to me, Lavo is good with it and what is going on on the other side, I have no idea.",Informal
something was wrong with the email system and all the emails i sent a week ago are getting there now.  everyone is emailing me asking what the hell my emails mean.  i pay attention to your emails.,Informal
"I created the term gd basis products for waha, perm, sj, opal, and malin this weekend.  Call Dale or Melba to activate.  Keith and I briefly discussed how we would handle the new responsibility.  I am fine with managing the prompt month gd basis, while you guys manage the term.  I will be back in the office this week and we can talk about the products.  Would we handle the monthly the same way?  When do we plan to phase the monthly out?  Have Phillip manage the perm and waha basis until I return.  Dale is also working on the Baja and Redwood on/off system spreads.  We can roll these out for all terms as well.See you this week.Grigsby",Neutral
I wanted to let you guys know that I changed the files.  I had one deal with FT Central that was in the physical file that was financial.  I transferred the deal to Sheetal's file.  I also added the sitara numbers to the physical file.  Sorry for the mishaps.PL,Informal
"Guess I was lazier still.  Agree with your assessment, I just neglected to recalc your model in order to determine growth rates necessary to get cash flows high enough to justify $ and $.  % and % growth rates are (I would argue) wildly unrealistic.  In addition, the capex numbers would (presumably) have to bump up substantially in order to get you there.  Therefore, I would argue in the memo that the numbers don't add up for a $ price (though ""irrational exuberance"" may permit Netscape to pull it off).  Unless other folks have comments on the model, I think you're good to go for the memo.  Am ready to look at it when you've got a draft.  Great job on the case.  Thanks.Best,Jeff",Informal
Attached for your information is a summary of other parties' requests for rehearing of Order .  I will be happy to answer any questions you might have.,Formal
"Gerald,	I wanted to get you started on this ASAP as we discussed.  I don't expect a finished product but 	preferr that you initiate the draft and I'll work with it as necessary in you absence.  Thanks for you	cooperation.	I have attached a summary of the Parking Provision and the CSA in addition to the Term Sheet	that is dated but you get the idea.",Informal
"I heard a great report the other day from David Hill that you guys made it through the Oriskany without any interesting pyrotechnics!  What a disappointment that must have been for Karol Lynn and CNG!  Sounds like a pretty boring operation up there, otherwise I might be tempted to drop by and see the show.  Also heard that the knuckleheads from Bath got thrown out of court on their antitrust suit.  Shit, all you needed to do all along was get rid of me and things started falling into place!!!Best wishes for continued successand Siguaw, stay the hell out of trouble!  AMFDJF",Very Informal
"The first report looked good, however, I would like to see the owner name, and technical configuration.   In addition, I would like pictures of each facility.",Neutral
"As many of you know, I have a provision in my employment contract which provides for a payment of $ million per year for the remaining term of my contract in the event of a change of control of Enron.  The merger with Dynegy, or a similar transaction with any other company, would trigger this provision on closing.  Assuming the merger with Dynegy is closed within  months, as we expect, this provision would entitle me to total payments of slightly more than $ million.Many CEOs have change of control provisions in their employment contracts and mine has been in place since .  But given the current circumstances facing the company and our employees, I have been giving a lot of thought these last few days to what to do about this payment.  Initially, I thought I would use part of the funds for a foundation for our employees and take the remainder in stock and cash.  However, after talking to a number of employees this afternoon, I have decided that the best course of action would be for me to waive my right to any of this payment.  Therefore, at closing, I will receive no payments under this provision.I know this action does not remedy the uncertainty that you and your families face.  But please know that I will continue to do everything in my power to serve the best interests of Enron's employees and shareholders.  I am still very proud of what we have built at Enron, and I want to continue working with all of you to correct the problems and restore Enron to its rightful place in the energy industry.Thank you.",Formal
Please check your records and make sure your emails intended for me are addressed to the correct Mark Taylor.  There are two of us here at Enron and the other Mark is getting some of your EOL approvals emails.,Formal
"john, i think it really really is to your benefit to speak to me asap . tohave a brief phone conversation. i called you a last week but you were offthe desk. not sure if you got the message. i have a sense of whats going onthere, its still worth calling. regards, things are looking rosy for youdude.cell ph ",Informal
"Attached is the latest summary of regulatory filings.  Please let me know if you no longer want this report or if you want to add someone to the distribution.  For those of you who are receiving this for the first time, it is a summary of all pipeline related filings with FERC that may have an effect on your business.",Neutral
"Atached, per your request, are my proposed ""top three objectives"" for  for both LNG and Middle East.  Note that I have also listed separately some of the other important stuff that we are trying to get done this year.With regard to LNG, when I look at  what we are trying to get done this year, it leads me to conclude that we still have not come to grips with what we need to do to really grow this business.  Therefore, I drafted another, more broad statement of what I believe we need to be doing to realize our LNG vision.  I believe that this is critical and that we have not yet confronted the reality as to what we need to be doing.  I am anxious to discuss this with you when we meet in London.Rick",Neutral
thxs ben  i'm sure our paths will cross again.best of luck.regards delainey,Informal
"Jeff and Scott:Thanks very much for giving me the opportunity to meet with you bothtoday.  As I said during the meeting, I think your business plan is in avery good space, especially given the recent FCC order and theinsatiable demand for IP bandwidth, in California and elsewhere.  We'dlove to work with you on legal/regulatory/business issues.  I think wecould add significant value, for the reasons we touched on today.Scott, I left a VM for the President of Cmetric, asking him if he'sinterested in the opportunity presented by Enron.  As soon as hereplies, I'll forward his contact information to you.Please get in touch with me at any of the numbers on my business card ifyou have further questions or need more information.  I look forward tohearing from you soon.Regards,SPB",Formal
"Rob,I have tried to create several index products in product manager but have only been successful with a couple.  Could you please create Jan Index products for Agua Dulce Pool, Corpus Christi Pool, Thompsonville Pool,  HPL HSX Pool, Hpl HSX E Pool, and Exxon Katy.Thanks,Ericx",Neutral
"Hi Tana,A little birdie tells me that you  have a supply of the Energy & Power Risk Management Glossary booklets.  Am I getting close? I've found it to be very helpful, and I think it would help one of our new lawyers, Carlos Sole.  Could I get a copy for him?  Any other good power references?Thanks,Kay",Informal
"Hey,The little mama wants to kill the hallween party.   She'll be studying for the CPA and doesn't want the hassle.  Never mind the email addresses.Dan",Informal
"FYI.  Commonwealth Energy is adding a new meter to their existing contract.  The meter number is not know at this time.  The well name is Goodwin and is located in Barbour County, West Virginia.  This meter will be behind the Bridgeport Agg point and is expected to do about  dths a day. Thanks,Heidi",Neutral
"Tana,I wanted to check back with you regarding Ken Zito at United Fuels.  There should be an LOI in the works for him.  He has called several times looking into its status.  Is someone looking into this in your absence?  If so, just point me in the right direction and I'll follow up with them.Thanks,Dan",Neutral
